document_tone	sentences_tone
{'tones': [{'score': 0.563655, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.612465, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.912785, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.582791, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.852071, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.55047, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.888278, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.634456, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.546352, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.633302, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.641732, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.608751, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.752266, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.782707, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.594585, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.57244, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.534284, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.531526, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.778549, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.676856, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.884198, 'tone_id': 'fear', 'tone_name': 'Fear'}]}	
{'tones': [{'score': 0.90384, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.553093, 'tone_id': 'fear', 'tone_name': 'Fear'}]}	
{'tones': [{'score': 0.637533, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.608452, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.697115, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.698134, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'USER_MENTION covid19 lock extended till may wel come move step right direction.all', 'tones': []}, {'sentence_id': 1, 'text': 'citizen must extendfull cooperation thisdire situation country need yourhelp.not', 'tones': [{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': 'obeying rule lock donate generously per capacity pmcare', 'tones': [{'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': [{'score': 0.60395, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.616426, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.673577, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.744721, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.560066, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.803039, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.502925, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.545034, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.690321, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.652689, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.744721, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.756114, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.855572, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.829929, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.63698, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.932977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.686343, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.613546, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.595764, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.978587, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.854826, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.581233, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.543437, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.765546, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.664455, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.820081, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.832025, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.814454, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.557144, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.584825, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.547073, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.629484, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.633185, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.594305, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.978992, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.609178, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.566362, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.658417, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.57374, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.830945, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.752718, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.577956, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.939384, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'dear USER_MENTION tik tok star angelrai07 make video tik tok account criticized pm narendra_modi_ji.she', 'tones': []}, {'sentence_id': 1, 'text': 'serious covid19 please watch video take necessary action USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION', 'tones': [{'score': 0.882442, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]
{'tones': []}	
{'tones': [{'score': 0.571918, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	[{'sentence_id': 0, 'text': 'USER_MENTION USER_MENTION USER_MENTION labor nalasopara little.monwy', 'tones': []}, {'sentence_id': 1, 'text': 'buy ration kiran shop charging double amt like ra kilo sugar force buy kirana shop pls help poor daily wager survive lockdown', 'tones': []}]
{'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.894828, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.684364, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.661808, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.718823, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.647318, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.665015, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.665629, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.746925, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.90816, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.865834, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.760184, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.836129, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.753064, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.828638, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	[{'sentence_id': 0, 'text': 'let u stock medical breathing oxygen across country corona emergencies.request', 'tones': []}, {'sentence_id': 1, 'text': 'gas making unit work liquid breathing oxygen mfg keep sufficient stock coronasuggestions', 'tones': [{'score': 0.740384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': []}	
{'tones': [{'score': 0.552834, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.755255, 'tone_id': 'fear', 'tone_name': 'Fear'}]}	
{'tones': [{'score': 0.574893, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.720015, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.805982, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.516347, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.709702, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.526894, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.596648, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.74948, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.613344, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.789309, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.809841, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.507616, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.884998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.924409, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.551073, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.779474, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.774376, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.574795, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.536924, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.557675, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.546169, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.926977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.520123, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.587989, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.674385, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.834624, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.61568, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.628988, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.742043, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.975816, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.616148, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.820071, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.645566, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.668801, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.5449, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.735673, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.865637, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.834987, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.607008, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.748427, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.866577, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.812538, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.658997, 'tone_id': 'fear', 'tone_name': 'Fear'}]}	
{'tones': [{'score': 0.57634, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.965509, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.860394, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.617835, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.918058, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.640286, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.589977, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.808841, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.728394, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.57506, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.691848, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.833341, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.811255, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.932784, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.554169, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.852209, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.728929, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.783854, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.828638, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.580472, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.754488, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.515571, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.822765, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.944551, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.536691, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.573521, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.719734, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'covid19pandemic coronainindia dont panic positive.present', 'tones': [{'score': 0.51938, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.85813, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'corona virus animal origin definitely genetic homology humancoronavirus reason least affected high spirit enhance immunity', 'tones': [{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]
{'tones': [{'score': 0.717959, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.608189, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.855769, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.913368, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.777738, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.719382, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
